YEAR,LOC,X04_PRCP,X05_PRCP,X06_PRCP,X07_PRCP,X08_PRCP,X09_PRCP,X10_PRCP,X04_TAVG,X05_TAVG,X06_TAVG,X07_TAVG,X08_TAVG,X09_TAVG,X10_TAVG,X04_DP01,X05_DP01,X06_DP01,X07_DP01,X08_DP01,X09_DP01,X10_DP01,X04_DP10,X05_DP10,X06_DP10,X07_DP10,X08_DP10,X09_DP10,X10_DP10,X04_HTDD,X05_HTDD,X06_HTDD,X07_HTDD,X08_HTDD,X09_HTDD,X10_HTDD,X04_CLDD,X05_CLDD,X06_CLDD,X07_CLDD,X08_CLDD,X09_CLDD,X10_CLDD,cfvo_0_5cm,cfvo_5_15cm,cfvo_15_30cm,cfvo_30_60cm,cfvo_60_100cm,cfvo_100_200cm,clay_0_5cm,clay_5_15cm,clay_15_30cm,clay_30_60cm,clay_60_100cm,clay_100_200cm,silt_0_5cm,silt_5_15cm,silt_15_30cm,silt_30_60cm,silt_60_100cm,silt_100_200cm,nitrogen_0_5cm,nitrogen_5_15cm,nitrogen_15_30cm,nitrogen_30_60cm,nitrogen_60_100cm,nitrogen_100_200cm,sand_0_5cm,sand_5_15cm,sand_15_30cm,sand_30_60cm,sand_60_100cm,sand_100_200cm,phh2o_0_5cm,phh2o_5_15cm,phh2o_15_30cm,phh2o_30_60cm,phh2o_60_100cm,phh2o_100_200cm,soc_0_5cm,soc_5_15cm,soc_15_30cm,soc_30_60cm,soc_60_100cm,soc_100_200cm
2004,MNBR,48.3,141.4,32.7,177.1,99.8,95.94117647,77.01764706,8.1,12.94,17.93,20.79,17.81,17.36470588,10.15647059,5,18,11,9,11,9,8.647058824,3,11,4,6,4,7,5.470588235,283.5,175.9,48.6,12.8,51.4,65.3,242.2,0,8.4,35.5,89,35.2,49.8,7.441176471,11,11,11,12,24,35,373,383,382,382,365,341,429,421,422,422,437,448,389,306,227,144,101,67,198,196,197,196,198,212,67,67,67,70,73,76,433,331,224,192,102,63
2006,IAGN,82.76470588,120.2882353,103.7941176,102.4588235,116.1941176,94.47647059,54.30588235,8.548823529,14.86235294,20.42411765,22.70705882,21.16,18.36823529,11.66470588,8.529411765,12.17647059,10.35294118,7.882352941,8.529411765,8,6.470588235,5.941176471,8.176470588,6.941176471,5.764705882,5.823529412,5.411764706,4.176470588,294.8647059,125.6,15.78823529,2.670588235,10.93529412,61.14705882,208.7294118,5.335294118,19.82352941,76.66470588,134.4941176,96.57058824,41.10588235,18.52941176,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2001,MNSV,83.75882353,128.8529412,124.0411765,99.88823529,127.3647059,117.3588235,49.69411765,10.32,16.00470588,20.93764706,23.13823529,20.94588235,17.95705882,10.43588235,8.705882353,12.29411765,12.47058824,8.352941176,8.941176471,9,6.823529412,6.588235294,8.941176471,8.235294118,5.764705882,5.705882353,5.470588235,4,246.4352941,106.7588235,19.23529412,4.047058824,11.54705882,66.71176471,252.0647059,7.570588235,35.30588235,96.81764706,150.4705882,119.8294118,40.47647059,12.7,39,39,45,75,62,45,227,239,241,245,260,242,396,388,389,360,275,275,376,221,155,79,48,39,377,372,370,395,465,484,64,62,61,60,63,71,339,188,133,88,68,60
2004,MNSV,89.45294118,120.6823529,131.6705882,95.39411765,120.7647059,117.3588235,49.69411765,8.588823529,14.77294118,19.98470588,22.44235294,20.63117647,17.95705882,10.43588235,9.352941176,11.82352941,12,7.529411765,9.411764706,9,6.823529412,6.764705882,8.058823529,8.235294118,5.352941176,6.235294118,5.529411765,4,293.9235294,131.7941176,22.13529412,4.176470588,14.1,66.71176471,252.0647059,2.917647059,22.85294118,71.09411765,129.2882353,90.42941176,35.04117647,12.7,39,39,45,75,62,45,227,239,241,245,260,242,396,388,389,360,275,275,376,221,155,79,48,39,377,372,370,395,465,484,64,62,61,60,63,71,339,188,133,88,68,60
2000,SDTR,67.4,164.5,72.4,68.9,69,50.85882353,57.94117647,6.1,14.58,18.04,21.4,20.89,17.33941176,9.957058824,9,9,11,8,6,5,7.352941176,6,8,8,6,4,4,5.764705882,367,131.1,49.1,20,8.9,68.56470588,271.3647059,0,14.7,42.3,114.9,81.4,19.8,5.829411765,3,1,2,2,4,8,356,351,337,318,311,298,420,423,423,427,395,383,412,242,153,110,64,44,223,226,240,255,293,319,66,66,68,71,77,82,399,258,183,95,47,25
2003,SDTR,88.4,64.6,62,54.5,51.3,75.91764706,61.12352941,7.2,12.26,18.14,21.89,21.76,17.14764706,9.957058824,8,10,11,6,6,5,7.411764706,5,5,7,4,4,5,4.647058824,330.5,187.2,48.9,2.3,8.6,75.80588235,260.6058824,0.3,1.9,46.2,112.4,111.6,15.8,5.523529412,3,1,2,2,4,8,356,351,337,318,311,298,420,423,423,427,395,383,412,242,153,110,64,44,223,226,240,255,293,319,66,66,68,71,77,82,399,258,183,95,47,25
2004,SDTR,40.6,363.3,115.8,133.4,88,58.32352941,77.35882353,7.79,12.44,16.76,19.89,17.3,17.17705882,9.737058824,4,10,7,9,10,11,8.235294118,4,10,6,8,6,6,6.235294118,316.4,192.6,70.3,19.7,61,74.06470588,258.6352941,0,9.8,27,67.8,28.8,40.5,5.088235294,3,1,2,2,4,8,356,351,337,318,311,298,420,423,423,427,395,383,412,242,153,110,64,44,223,226,240,255,293,319,66,66,68,71,77,82,399,258,183,95,47,25
2005,SDTR,95.01764706,136.2882353,99.2,73.47058824,81.76470588,91.16470588,65.18823529,11.12882353,17.45705882,22.02823529,24.42294118,23.53588235,18.6,10.28941176,8,10.52941176,9.294117647,6.529411765,7.411764706,7.764705882,6.823529412,5.588235294,7.647058824,5.941176471,4.470588235,4.705882353,5.764705882,5.176470588,228.1823529,76.27058824,14.01176471,2.729411765,6.141176471,55.05882353,221.8176471,13.11176471,49.05294118,125.3941176,190.5647059,165.3235294,72.38823529,15.61176471,3,1,2,2,4,8,356,351,337,318,311,298,420,423,423,427,395,383,412,242,153,110,64,44,223,226,240,255,293,319,66,66,68,71,77,82,399,258,183,95,47,25
2000,GAWI,33.7,21.6,103.2,128.1,60.7,300,76.98235294,17.27,24.6,26.16,27.21470588,27.18,21.39058824,12.06647059,9,2,8,7,7,12,6.411764706,3,1,8,7,6,12,4.470588235,55.4,4.2,0,0,0,3.1,185.9823529,23.4,187.6,209.6,269.3764706,274.4,148.6,30.4,36,37,41,45,38,37,84,80,117,217,264,285,95,96,95,90,86,84,518,72,48,22,17,16,821,823,788,693,650,631,51,51,51,50,50,50,398,125,75,25,15,8
2001,GAWI,44.4,31.5,139.7,163.3,80.6,97.75294118,65.22941176,18.37,22.52,25.8,26.74,26.77,21.40411765,12.50647059,4,3,13,16,9,10,7,4,3,11,13,5,10,4.588235294,52,0,0,0,0,19.98235294,164.7470588,53,124.8,224.1,251.7,261.6,151.8,30.07647059,36,37,41,45,38,37,84,80,117,217,264,285,95,96,95,90,86,84,518,72,48,22,17,16,821,823,788,693,650,631,51,51,51,50,50,50,398,125,75,25,15,8
2004,GAWI,41.9,86.8,162.2,106.3,106.2,99.88823529,73.19411765,17.67,24.6,26.76,27.56,26.89,21.01647059,12.50647059,3,8,18,13,10,7.411764706,5,3,7,14,11,9,5.529411765,3,56.3,2,0,0,0,24.96470588,172.9235294,33.4,186.6,252.9,278.3,265.2,147.1411765,99.7,36,37,41,45,38,37,84,80,117,217,264,285,95,96,95,90,86,84,518,72,48,22,17,16,821,823,788,693,650,631,51,51,51,50,50,50,398,125,75,25,15,8
2004,VACC,146.4,92.3,255.4,242.8,467.9,113.2647059,77.8,15.93,24.07,25.04,26.87,25.25,19.19823529,11.40764706,11,7,10,20,13,12,7.058823529,7,4,9,16,12,7,4.058823529,109.7,7,0,0,0,48.11176471,203.5705882,37.7,167.8,182.4,264.6,199.5,140.1,20.63529412,8,7,7,6,10,14,211,225,243,295,298,281,333,326,322,299,273,233,456,139,93,46,69,64,455,449,436,406,429,486,50,51,51,51,51,51,528,195,110,61,38,21
2005,VACC,97.51764706,110.1882353,124.1235294,101.2647059,113.5411765,74.03529412,64.74117647,13.12764706,17.92529412,22.59941176,24.83411765,24.54647059,18.6,10.28941176,9.529411765,9.294117647,9.352941176,8.882352941,7.470588235,8.588235294,7.176470588,6.764705882,7.529411765,6.882352941,6.117647059,5.529411765,6.235294118,5.235294118,173.2588235,75.04705882,10.39411765,1.288235294,3.117647059,55.05882353,221.8176471,20.7,61.43529412,135.0294118,199.0764706,192.5882353,79.38823529,15.61176471,8,7,7,6,10,14,211,225,243,295,298,281,333,326,322,299,273,233,456,139,93,46,69,64,455,449,436,406,429,486,50,51,51,51,51,51,528,195,110,61,38,21
2006,VACC,73.9,72.1,184.7,131.9,61.1,89.6,65.03529412,17.54,20,24.54,27.64,28.06,20.61235294,11.93411765,9,7,14,6,8,11,6.764705882,7,5,12,4,5,8,4.647058824,57.3,22.4,0,0,0,24.92941176,171.0764706,35.6,70,165.6,277.9,301.5,99.8,25.20588235,8,7,7,6,10,14,211,225,243,295,298,281,333,326,322,299,273,233,456,139,93,46,69,64,455,449,436,406,429,486,50,51,51,51,51,51,528,195,110,61,38,21
2007,OHWC,67.27058824,82.15882353,110.2823529,116.2470588,108.3823529,96.40588235,79.56470588,9.430588235,13.67235294,20.18647059,21.77764706,21.09529412,18.79588235,10.28941176,10.64705882,12.70588235,13.64705882,11,9.470588235,8.823529412,8.882352941,6.823529412,7.764705882,7.882352941,7.588235294,5.647058824,5.235294118,5.529411765,267.4411765,166.8117647,25.41176471,5.723529412,12.64117647,53.50588235,221.8176471,1.535294118,18.09411765,80.47647059,111.8882353,96.41764706,40.31176471,17.2,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2003,INGR,101.3,145.3,164,248.5,69.8,148.9,72.1,10.45529412,15.72352941,20.90529412,23.12823529,21.71705882,18.42823529,11.88764706,12,17,12,14,5,9,7,10,10,9,9,4,7,5,236.2058824,105.1352941,15.98235294,2.341176471,9.282352941,57.1,198.9352941,5.494117647,25.75294118,91.20588235,148.9411765,117.8,50.70588235,9.735294118,35,35,35,34,54,75,211,211,239,248,272,319,669,672,656,645,583,491,519,168,102,67,49,46,119,117,105,107,146,190,57,56,55,55,55,58,670,149,85,49,39,36
2000,TNUC,127.2,209.8,115,31.9,27.4,82.26470588,69.43529412,12.72,20.64,23.97,25.02,26.08,20.12647059,11.64058824,11,16,11,7,10,9,6.705882353,9,13,7,3,3,7,4.764705882,170,15.1,2.5,0,0,30.31764706,201,1.7,86.6,171.4,207.2,240,115,18.8,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2001,TNUC,62.6,98.9,56.4,126.7,69.6,73.17058824,43.5,16.82,20.04,23.16,26.07,25.71,20.37235294,12.08176471,8,12,11,12,10,8,6.529411765,5,9,5,8,8,5,4.176470588,85.2,13.7,0.6,0,0,31.15294118,175.4,39.7,66.6,145.3,239.9,228.8,87.6,22.99411765,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2002,TNUC,75.7,220,76.2,26.9,88.4,67.42352941,72.73529412,16.04,18.6,24.95,27.03,25.72,20.58411765,11.70588235,11,16,6,7,8,9,7.705882353,7,11,4,3,7,7,5.588235294,106.6,50.6,0,0,0,26.44117647,192.7058824,37.8,58.9,198.5,269.7,229.1,143.5,25.39411765,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2003,TNUC,128.8,293.2,73.3,119.5,61.4,101.4294118,77.97647059,14.78,20.02,21.5,25.29,25.47,19.45647059,11.55235294,11,12,11,14,12,6,7.470588235,8,11,5,10,5,5,5.117647059,114.9,14.3,6.4,0,0,33.66470588,205.5470588,8.3,66.7,101.5,215.6,221.2,67.7,17.81764706,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2004,TNUC,93.10588235,130.7352941,109.5823529,91.93529412,118.1705882,80.78235294,65.18823529,13.67117647,19.19529412,23.12470588,25.26588235,24.98529412,18.6,10.28941176,9.117647059,9.882352941,9.176470588,8.705882353,8.235294118,8.294117647,6.823529412,6.411764706,7.411764706,6.117647059,5.588235294,5.352941176,6,4.941176471,159.7941176,47.95882353,8.988235294,1.452941176,4.482352941,55.05882353,221.8176471,20.62352941,72.92941176,149.5058824,213.1058824,207.3588235,91.7,15.61176471,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2006,TNUC,90.4,213.1,110.6,115.8,62.4,94.52941176,75.02941176,17.18,19.21,24.1,25.92,25.95,20.50941176,12.31647059,14,14,6,11,8,10,7.235294118,8,11,3,9,3,9,4.882352941,71.7,41,0,0,0,28.2,185.5941176,37,68.2,172.9,235.3,236.1,59.8,24.47647059,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2007,TNUC,85.5,25.9,112.9,48.8,28.2,92.43529412,52.8,12.79,21.58,24.61,24.68,28.62,19.99647059,11.81117647,9,5,9,6,3,12,5.823529412,5,4,6,3,1,8,3.764705882,176.7,14.2,0,0,0,35.93529412,196.2529412,10.3,114.7,188.4,196.8,318.9,136.7,22.74117647,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2000,ILWA,97,99.9,184.1,126.9,115.3,116.4,25.1,10.58058824,16.53588235,21.05882353,22.63176471,22.23705882,17.90529412,12.23823529,7,10,15,6,8,7,2,7,10,12,4,5,5,1,230.7941176,89.81176471,12.88823529,2.094117647,3.8,64.57058824,206.1529412,2.823529412,34.75294118,93.01176471,133.4411765,124.0117647,52.23529412,12.19411765,12,11,11,12,33,52,338,338,357,362,365,307,578,579,564,558,484,457,877,273,162,94,93,75,83,83,79,80,151,236,62,62,62,61,66,73,417,254,172,94,44,25
2001,ILWA,63.6,87.6,85.1,53.7,70.8,118.2,155,11.30176471,17.36,21.81235294,24.08764706,24.11235294,17.79,11.11588235,15,17,10,6,9,10,11,7,9,8,4,6,8,6,220.6176471,76.21764706,13.64705882,1.288235294,2.229411765,64.57058824,214.8823529,6.735294118,46.15294118,115.3941176,177.7647059,186.2058824,68.17647059,6.347058824,12,11,11,12,33,52,338,338,357,362,365,307,578,579,564,558,484,457,877,273,162,94,93,75,83,83,79,80,151,236,62,62,62,61,66,73,417,254,172,94,44,25
2002,ILWA,119.7,119.1,138.2,68.2,134.3,41.9,61.5,10.57352941,15.90588235,20.59705882,22.70705882,22.33588235,18.40411765,10.97294118,12,8,9,7,7,5,9,9,7,6,4,5,4,5,236.2411765,108.1764706,21.55294118,3.111764706,5.070588235,48.85294118,227.4235294,7.347058824,32.77647059,87.66470588,136.6411765,126.7235294,45.43529412,10.58235294,12,11,11,12,33,52,338,338,357,362,365,307,578,579,564,558,484,457,877,273,162,94,93,75,83,83,79,80,151,236,62,62,62,61,66,73,417,254,172,94,44,25
2003,ILWA,57.9,211.1,51.5,121.2,22.1,49.1,45,11.33176471,16.11058824,20.85352941,23.48823529,22.02764706,18.47941176,11.23176471,6,14,9,10,3,7,7,4,10,6,9,1,5,5,215.7588235,97.45882353,19.2,2.158823529,12.71176471,47.02352941,219.2117647,8.788235294,29.7,92.05294118,160.6176471,123.6235294,54.81764706,6.182352941,12,11,11,12,33,52,338,338,357,362,365,307,578,579,564,558,484,457,877,273,162,94,93,75,83,83,79,80,151,236,62,62,62,61,66,73,417,254,172,94,44,25
2004,ILWA,52.6,212.1,95.9,42.7,120.1,19.3,86.4,10.79705882,15.90941176,19.86411765,22.51647059,20.92411765,18.30411765,10.93764706,4,16,9,8,10,3,11,3,13,8,3,10,2,6,233.1529412,101.6823529,29.48235294,5.352941176,21.2,53.95882353,220.9352941,7.664705882,30.01176471,72.86470588,133.5529412,96.43529412,51.65882353,6.052941176,12,11,11,12,33,52,338,338,357,362,365,307,578,579,564,558,484,457,877,273,162,94,93,75,83,83,79,80,151,236,62,62,62,61,66,73,417,254,172,94,44,25
2005,ILWA,32.3,46.4,6.7,57.5,75.4,46.6,9.3,12.12941176,17.17647059,23.26941176,25.50058824,24.68470588,18.79352941,10.80352941,9,7,5,10,6,9,4,5,5,1,6,4,6,2,192.7352941,79.81176471,3.311764706,0.211764706,0.588235294,46.65882353,225.5470588,8.758823529,44.15294118,148.1882353,219.4705882,194.5294118,82.82352941,10.52352941,12,11,11,12,33,52,338,338,357,362,365,307,578,579,564,558,484,457,877,273,162,94,93,75,83,83,79,80,151,236,62,62,62,61,66,73,417,254,172,94,44,25
2006,ILWA,90.5,91.4,94.9,91.5,78.8,89.6,110.1,10.86235294,16.22235294,21.48882353,23.46823529,23.14176471,18.06176471,10.59941176,6,15,12,11,8,12,9,5,10,5,9,5,7,5,213.8941176,93.88823529,15.01176471,1.211764706,1.870588235,60.35294118,229.0823529,8.547058824,31.28823529,106.9823529,155.4235294,154.9705882,57.78235294,7.729411765,12,11,11,12,33,52,338,338,357,362,365,307,578,579,564,558,484,457,877,273,162,94,93,75,83,83,79,80,151,236,62,62,62,61,66,73,417,254,172,94,44,25
2003,MNBE,46.6,100.1,95,70.4,20.8,47.3,9.6,8.641764706,14.00352941,19.53294118,22.10882353,21.78,17.43764706,10.95647059,5,10,8,7,5,3,4,3,7,7,6,3,3,2,285.0941176,144.1235294,31.56470588,4.029411765,8.364705882,65.22941176,231.8882353,2.264705882,13.10588235,66.93529412,119.1882353,119.2882353,40.07058824,6.947058824,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2007,MNBE,26.7,98.7,56.9,82.6,204.7,121.7,152.3,10.11294118,16.88588235,21.54058824,23.43117647,21.77941176,18.34176471,10.48882353,4,9,7,7,10,6,7,2,6,7,6,10,4,6,255.7529412,89.33529412,13.86470588,2.835294118,10.53529412,54.07058824,235,7.688235294,46.01764706,109.0235294,158.4823529,133.0882353,57.93529412,8.952941176,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2007,NEPR,107.1,194.8,46.8,82.9,137.6,56.2,157.6,11.71352941,17.60882353,22.54235294,25.19470588,23.79235294,17.42764706,10.90470588,12,12,8,7,11,6,10,7,9,5,5,9,3,10,209.4647059,75.44117647,7.647058824,1.429411765,2.529411765,59.36470588,218.9352941,15.51176471,49.76470588,131.7176471,210.7470588,166.5941176,58.50588235,5.8,2,1,1,3,4,4,263,269,272,269,258,249,440,441,435,430,436,418,252,159,117,78,59,43,297,290,293,302,307,333,62,63,65,69,72,74,243,163,96,71,47,41
2002,MNMA,77.4,52.1,129.3,50.8,125,118.9058824,54.88235294,6.55,12.13,21.19,24.12,20.44,16.91058824,9.945882353,10,9,13,6,10,7,6.705882353,7,7,12,5,8,6,4.117647059,333.6,204.2,21.3,0,12.5,77.5,262.6941176,2.8,12,106.9,179.4,77.7,54.3,7.917647059,9,9,9,11,13,26,357,363,381,397,393,344,577,572,562,552,562,603,479,276,214,107,73,55,66,65,57,51,45,53,65,65,65,63,67,73,431,344,242,145,60,49
2003,MNMA,54.1,104.4,68.2,105.1,36.8,88.4,64.28823529,8.63,13.32,19.05,22.04,22.39,17.76058824,10.03058824,7,9,11,11,6,4,7.882352941,5,8,9,9,4,3,4.705882353,296.8,156.5,30.6,1.7,4.2,60.11176471,258.3529412,5.6,1.1,52.2,108.9,129.9,37.4,6.211764706,9,9,9,11,13,26,357,363,381,397,393,344,577,572,562,552,562,603,479,276,214,107,73,55,66,65,57,51,45,53,65,65,65,63,67,73,431,344,242,145,60,49
2004,NEWA,79.24705882,101.3176471,91.72352941,72.98823529,85.29411765,84.70588235,97.70588235,11.02058824,16.42764706,21.52823529,23.76470588,23.05235294,20.46882353,10.28941176,8.823529412,11.11764706,10.35294118,7.352941176,8.176470588,7.588235294,7.764705882,6.411764706,7.058823529,6.352941176,5.058823529,4.941176471,4.588235294,5.705882353,220.2764706,92.79411765,9.229411765,2.311764706,2.035294118,30.79411765,221.8176471,5.523529412,34.62352941,104.9235294,167.3058824,146.7529412,61.98823529,18.21176471,10,9,9,8,7,13,185,183,203,196,172,144,246,245,231,227,216,220,223,122,106,82,63,42,569,572,566,577,611,636,71,72,74,78,82,83,199,103,81,48,30,16
2006,INFO,125,139.6,110.5,99.9,125.3,112.1,120.5,11.27352941,16.00941176,20.72411765,23.00588235,22.54647059,18.27470588,10.75705882,12,12,12,9,9,11,9,11,11,10,7,8,9,6,218.6176471,100.7058824,19.00588235,2.888235294,4.229411765,55.31764706,224.8470588,9.405882353,28.46470588,89.45882353,144.2705882,129.4882353,47.37647059,7.282352941,16,15,15,21,32,51,266,264,317,342,332,226,622,625,583,571,570,517,354,228,164,108,67,54,112,110,100,87,97,257,64,63,64,64,69,76,336,200,124,91,111,107
2008,INFO,68.4,176.6,214,88.5,60.2,65,49.8,10.42941176,16.09882353,21.38294118,22.98705882,22.22117647,17.60411765,12.28352941,8,13,12,10,5,8,5,7,10,12,8,3,6,4,238.0176471,98.08235294,9.558823529,1.576470588,3.123529412,61.63529412,205.6529412,4.1,29.55294118,99.62352941,143.0294118,120.5294118,51.91176471,11.41176471,16,15,15,21,32,51,266,264,317,342,332,226,622,625,583,571,570,517,354,228,164,108,67,54,112,110,100,87,97,257,64,63,64,64,69,76,336,200,124,91,111,107
2001,MNFA,145.2,116.4,113,26.4,67.3,67.89411765,65.45882353,8.12,14.72,19.45,22.8,22.4,17.49529412,9.945882353,18,17,15,11,10,13,7.705882353,10,11,8,5,4,5,5.176470588,310.6,129.3,47.6,6.7,3.1,65.07058824,267.3941176,4.2,17.2,81.1,145.3,129.2,20.2,8.576470588,14,15,14,16,44,49,184,196,218,210,207,197,382,374,373,381,251,191,470,218,202,95,62,63,435,430,408,409,542,612,60,60,60,60,62,67,425,278,165,129,53,41
2002,MNFA,107.2,58.9,261.7,84.9,209,100.8352941,62.04705882,6.82,11.58,21.14,23.85,20.21,16.79176471,10.30588235,11,10,20,10,10,13,7.470588235,9,8,15,7,5,5,4.352941176,352,211.6,18.1,0.8,8.7,79.6,261.9411765,6.7,9.7,97.2,171.7,65.1,54.8,6.282352941,14,15,14,16,44,49,184,196,218,210,207,197,382,374,373,381,251,191,470,218,202,95,62,63,435,430,408,409,542,612,60,60,60,60,62,67,425,278,165,129,53,41
2008,MNFA,117.4,68.3,99.8,70.9,76.8,57.9,50.8,5.43,12.62,18.97,22.18,20.7,16.89,9.28,8.647058824,9,10.82352941,7.764705882,6.352941176,9.235294118,7.176470588,6.235294118,6.176470588,7.470588235,5.823529412,4.235294118,6.588235294,4.705882353,387.1,178.8,15.8,1.1,5.8,68.8,282.9,0,1.7,34.8,120.4,79.1,25.6,2.3,14,15,14,16,44,49,184,196,218,210,207,197,382,374,373,381,251,191,470,218,202,95,62,63,435,430,408,409,542,612,60,60,60,60,62,67,425,278,165,129,53,41
